0.00,9927.00
0.10,9927.00
0.20,10236.00
0.30,10201.00
0.40,10201.00
0.50,9830.00
0.60,10201.00
0.70,9920.00
0.80,9920.00
0.90,9920.00
1.00,10929.00
1.10,11050.00
1.20,11050.00
1.30,10762.00
1.40,11050.00
1.50,11013.00
1.60,11013.00
1.70,9940.00
1.80,11159.00
1.90,9913.00
2.00,9913.00
2.10,9913.00
2.20,10378.00
2.30,10411.00
2.40,10411.00
2.50,9703.00
2.60,10462.00
2.70,9948.00
2.80,9948.00
2.90,9948.00
3.00,10586.00
3.10,10630.00
3.20,10630.00
3.30,10458.00
3.40,10649.00
3.50,10654.00
3.60,10654.00
3.70,10540.00
3.80,11253.00
3.90,11170.00
4.00,11170.00
4.10,11163.00
4.20,11429.00
4.30,11514.00
4.40,11514.00
4.50,11251.00
4.60,11560.00
4.70,11543.00
4.80,11543.00
4.90,11543.00
5.00,11993.00
5.10,11947.00
5.20,11947.00
5.30,11823.00
5.40,12322.00
5.50,12412.00
5.60,12412.00
5.70,12264.00
5.80,12604.00
5.90,12677.00
6.00,12677.00
6.10,12053.00
6.20,12683.00
6.30,12457.00
6.40,12457.00
6.50,12358.00
6.60,12790.00
6.70,12473.00
6.80,12473.00
6.90,12473.00
7.00,12911.00
7.10,12919.00
7.20,12919.00
7.30,12263.00
7.40,13030.00
7.50,12538.00
7.60,12538.00
7.70,12327.00
7.80,12734.00
7.90,12531.00
8.00,12531.00
8.10,12454.00
8.20,12756.00
8.30,12685.00
8.40,12685.00
8.50,12685.00
8.60,13056.00
8.70,12808.00
8.80,12808.00
8.90,12590.00
9.00,12882.00
9.10,12797.00
9.20,12797.00
9.30,12775.00
9.40,13129.00
9.50,13054.00
9.60,13054.00
9.70,12882.00
9.80,13056.00
9.90,13087.00
10.00,13087.00
10.10,13087.00
10.20,13642.00
10.30,13768.00
10.40,13768.00
10.50,13768.00
10.60,15860.00
10.70,15746.00
10.80,15746.00
10.90,15014.00
11.00,15827.00
11.10,15783.00
11.20,15783.00
11.30,15690.00
11.40,16739.00
11.50,16739.00
11.60,16739.00
11.70,16670.00
11.80,17654.00
11.90,17623.00
12.00,17623.00
12.10,17470.00
12.20,18051.00
12.30,17322.00
12.40,17322.00
12.50,17263.00
12.60,18951.00
12.70,18821.00
12.80,18821.00
12.90,17327.00
13.00,18821.00
13.10,17854.00
13.20,17854.00
13.30,15624.00
13.40,17974.00
13.50,16840.00
13.60,16840.00
13.70,16700.00
13.80,18084.00
13.90,18339.00
14.00,18339.00
14.10,18132.00
14.20,18989.00
14.30,18703.00
14.40,18703.00
14.50,18526.00
14.60,20051.00
14.70,20041.00
14.80,20041.00
14.90,19514.00
15.00,20598.00
15.10,20771.00
15.20,20771.00
15.30,20771.00
15.40,22218.00
15.50,21576.00
15.60,21576.00
15.70,21576.00
15.80,24256.00
15.90,23294.00
16.00,23294.00
16.10,23294.00
16.20,24843.00
16.30,24905.00
16.40,24905.00
16.50,23898.00
16.60,26000.00
16.70,24174.00
16.80,24174.00
16.90,22401.00
17.00,24861.00
17.10,24760.00
17.20,24760.00
17.30,24142.00
17.40,26160.00
17.50,26041.00
17.60,26041.00
17.70,24744.00
17.80,26178.00
17.90,26014.00
18.00,26014.00
18.10,21616.00
18.20,26647.00
18.30,23323.00
18.40,23323.00
18.50,20514.00
18.60,23359.00
18.70,22662.00
18.80,22662.00
18.90,20937.00
19.00,23281.00
19.10,21551.00
19.20,21551.00
19.30,21148.00
19.40,23746.00
19.50,23726.00
19.60,23726.00
19.70,23578.00
19.80,25264.00
19.90,25256.00
20.00,25256.00
20.10,25256.00
20.20,26377.00
20.30,26276.00
20.40,26276.00
20.50,26074.00
20.60,27434.00
20.70,27521.00
20.80,27521.00
20.90,26929.00
21.00,27967.00
21.10,27428.00
21.20,27428.00
21.30,27178.00
21.40,28395.00
